date,district,rainfall_mm,temperature_c,humidity_p,event_label,rain_1d_lag,rain_3d_total,rain_7d_total,temp_trend,humid_trend,rainfall_mm_norm,temperature_c_norm,humidity_p_norm,rain_1d_lag_norm,rain_3d_total_norm,rain_7d_total_norm,temp_trend_norm,humid_trend_norm
2023-02-15,Alappuzha,2.0,28.0,72.5,None,0.0,2.0,2.0,0.0,0.0,0.007429420505200595,0.3986486486486487,0.5689655172413793,0.0,0.0037182852143482063,0.002251935256861365,0.5136778115501519,0.4952380952380952
2023-02-16,Alappuzha,2.5,31.4,64.0,None,2.0,4.5,4.5,3.3999999999999986,-8.5,0.009286775631500743,0.5135135135135135,0.43573667711598746,0.007429420505200595,0.009186351706036745,0.005770584095707247,0.6170212765957446,0.40529100529100526
2023-02-17,Alappuzha,1.1,28.3,60.5,None,2.5,5.6,5.6,-3.099999999999998,-3.5,0.004086181277860327,0.4087837837837839,0.38087774294670845,0.009286775631500743,0.011592300962379702,0.007318789584799435,0.419452887537994,0.45820105820105816
2023-02-18,Alappuzha,1.4,31.4,65.6,None,1.1,5.0,7.0,3.099999999999998,5.099999999999994,0.005200594353640416,0.5135135135135135,0.4608150470219435,0.004086181277860327,0.010279965004374454,0.009289232934553129,0.60790273556231,0.5492063492063491
2023-02-19,Alappuzha,1.8,23.6,65.8,None,1.4,4.3,8.8,-7.799999999999997,0.20000000000000284,0.0066864784546805354,0.2500000000000001,0.463949843260188,0.005200594353640416,0.008748906386701663,0.011822660098522167,0.27659574468085113,0.4973544973544973
2023-02-20,Alappuzha,3.6,27.2,64.0,None,1.8,6.800000000000001,12.4,3.599999999999998,-1.7999999999999972,0.013372956909361071,0.37162162162162166,0.43573667711598746,0.0066864784546805354,0.014216972878390204,0.016889514426460236,0.6231003039513677,0.47619047619047616
2023-02-21,Alappuzha,3.9,27.8,59.1,None,3.6,9.3,16.3,0.6000000000000014,-4.899999999999999,0.01448736998514116,0.39189189189189194,0.35893416927899685,0.013372956909361071,0.01968503937007874,0.022378606615059814,0.5319148936170213,0.4433862433862434
2023-02-22,Alappuzha,0.0,32.3,68.7,None,3.9,7.5,14.3,4.4999999999999964,9.600000000000001,0.0,0.5439189189189189,0.5094043887147336,0.01448736998514116,0.015748031496062992,0.01956368754398311,0.6504559270516717,0.5968253968253968
2023-02-23,Alappuzha,1.8,25.9,76.9,None,0.0,5.7,13.6,-6.399999999999999,8.200000000000003,0.0066864784546805354,0.3277027027027027,0.6379310344827587,0.0,0.011811023622047246,0.018578465869106258,0.3191489361702128,0.582010582010582
2023-02-24,Alappuzha,4.6,28.5,58.0,None,1.8,6.4,17.1,2.6000000000000014,-18.900000000000006,0.017087667161961365,0.41554054054054057,0.341692789968652,0.0066864784546805354,0.013342082239720037,0.0235045742434905,0.5927051671732523,0.29523809523809513
2023-02-25,Alappuzha,0.4,29.2,60.1,None,4.6,6.800000000000001,16.1,0.6999999999999993,2.1000000000000014,0.001485884101040119,0.4391891891891892,0.37460815047021945,0.017087667161961365,0.014216972878390204,0.022097114707952146,0.5349544072948328,0.5174603174603174
2023-02-26,Alappuzha,0.7,27.9,58.6,None,0.4,5.7,15.0,-1.3000000000000007,-1.5,0.002600297176820208,0.3952702702702703,0.3510971786833856,0.001485884101040119,0.011811023622047246,0.020548909218859955,0.4741641337386018,0.4793650793650793
2023-02-27,Alappuzha,4.6,28.6,60.3,None,0.7,5.7,16.0,0.7000000000000028,1.6999999999999957,0.017087667161961365,0.418918918918919,0.37774294670846387,0.002600297176820208,0.011811023622047246,0.021956368754398308,0.5349544072948329,0.5132275132275131
2023-02-28,Alappuzha,0.0,27.8,67.6,None,4.6,5.3,12.099999999999998,-0.8000000000000007,7.299999999999997,0.0,0.39189189189189194,0.4921630094043886,0.017087667161961365,0.010936132983377079,0.016467276565798727,0.4893617021276595,0.5724867724867724
2023-03-01,Alappuzha,7.1,36.8,83.8,None,0.0,11.7,19.2,8.999999999999996,16.200000000000003,0.02637444279346211,0.6959459459459459,0.7460815047021943,0.0,0.024934383202099734,0.02646023926812104,0.7872340425531914,0.6666666666666666
2023-03-02,Alappuzha,2.0,36.4,74.9,None,7.1,9.100000000000001,19.4,-0.3999999999999986,-8.899999999999991,0.007429420505200595,0.6824324324324325,0.6065830721003136,0.02637444279346211,0.01924759405074366,0.026741731175228708,0.5015197568389058,0.4010582010582011
2023-03-03,Alappuzha,8.1,35.4,73.3,None,2.0,17.2,22.9,-1.0,-1.6000000000000085,0.030089153046062408,0.6486486486486487,0.5815047021943573,0.007429420505200595,0.03696412948381452,0.03166783954961294,0.48328267477203646,0.4783068783068782
2023-03-04,Alappuzha,7.2,36.4,67.1,None,8.1,17.3,29.699999999999996,1.0,-6.200000000000003,0.026745913818722142,0.6824324324324325,0.4843260188087773,0.030089153046062408,0.03718285214348207,0.04123856439127374,0.5440729483282675,0.4296296296296296
2023-03-05,Alappuzha,7.0,35.1,82.1,None,7.2,22.3,36.0,-1.2999999999999972,15.0,0.02600297176820208,0.6385135135135136,0.7194357366771159,0.026745913818722142,0.048118985126859144,0.05010555946516537,0.4741641337386019,0.653968253968254
2023-03-06,Alappuzha,9.5,37.7,72.7,Heatwave,7.0,23.700000000000003,40.9,2.6000000000000014,-9.399999999999991,0.03528974739970282,0.7263513513513515,0.5721003134796239,0.02600297176820208,0.05118110236220473,0.057002111189303296,0.5927051671732523,0.3957671957671958
2023-03-07,Alappuzha,5.1,35.2,57.0,None,9.5,21.6,46.0,-2.5,-15.700000000000003,0.018945022288261514,0.6418918918918921,0.32601880877742945,0.03528974739970282,0.046587926509186355,0.0641801548205489,0.43768996960486317,0.32910052910052906
2023-03-08,Alappuzha,5.0,29.3,78.3,None,5.1,19.6,43.9,-5.900000000000002,21.299999999999997,0.018573551263001486,0.44256756756756765,0.6598746081504702,0.018945022288261514,0.042213473315835526,0.06122448979591836,0.3343465045592704,0.7206349206349206
2023-03-09,Alappuzha,1.9,32.7,70.8,None,5.0,12.000000000000002,43.8,3.400000000000002,-7.5,0.007057949479940565,0.5574324324324326,0.5423197492163009,0.018573551263001486,0.025590551181102365,0.06108374384236452,0.6170212765957447,0.41587301587301584
2023-03-10,Alappuzha,7.2,32.3,68.0,None,1.9,14.100000000000001,42.900000000000006,-0.4000000000000057,-2.799999999999997,0.026745913818722142,0.5439189189189189,0.49843260188087773,0.007057949479940565,0.030183727034120738,0.059817030260380016,0.5015197568389056,0.4656084656084656
2023-03-11,Alappuzha,4.3,40.3,63.3,Heatwave,7.2,13.400000000000002,40.0,8.0,-4.700000000000003,0.015973254086181277,0.8141891891891891,0.4247648902821316,0.026745913818722142,0.028652668416447948,0.055735397607318785,0.756838905775076,0.44550264550264546
2023-03-12,Alappuzha,9.9,38.3,71.9,Heatwave,4.3,21.4,42.9,-2.0,8.600000000000009,0.03677563150074294,0.7466216216216216,0.5595611285266459,0.015973254086181277,0.04615048118985127,0.05981703026038,0.45288753799392095,0.5862433862433863
2023-03-13,Alappuzha,0.2,43.4,63.5,Heatwave,9.9,14.4,33.6,5.100000000000001,-8.400000000000006,0.0007429420505200595,0.918918918918919,0.42789968652037613,0.03677563150074294,0.03083989501312336,0.04672765657987332,0.668693009118541,0.40634920634920624
2023-03-14,Alappuzha,4.4,28.8,69.4,None,0.2,14.500000000000004,32.9,-14.599999999999998,5.900000000000006,0.01634472511144131,0.42567567567567577,0.5203761755485894,0.0007429420505200595,0.031058617672790906,0.04574243490499647,0.06990881458966568,0.5576719576719577
2023-03-15,Alappuzha,4.0,34.3,67.5,None,4.4,8.600000000000001,31.9,5.4999999999999964,-1.9000000000000057,0.01485884101040119,0.6114864864864865,0.4905956112852664,0.01634472511144131,0.01815398075240595,0.04433497536945812,0.6808510638297871,0.475132275132275
2023-03-16,Alappuzha,1.9,34.9,72.8,None,4.0,10.3,31.9,0.6000000000000014,5.299999999999997,0.007057949479940565,0.6317567567567568,0.573667711598746,0.01485884101040119,0.021872265966754158,0.04433497536945812,0.5319148936170213,0.5513227513227512
2023-03-17,Alappuzha,5.3,36.6,77.1,None,1.9,11.2,30.0,1.7000000000000028,4.299999999999997,0.019687964338781574,0.6891891891891894,0.641065830721003,0.007057949479940565,0.023840769903762028,0.041660802251935254,0.5653495440729484,0.5407407407407406
2023-03-18,Alappuzha,1.9,34.1,74.7,None,5.3,9.1,27.599999999999998,-2.5,-2.3999999999999915,0.007057949479940565,0.6047297297297298,0.603448275862069,0.019687964338781574,0.019247594050743656,0.038282899366643204,0.43768996960486317,0.4698412698412699
2023-03-19,Alappuzha,3.0,40.5,61.7,Heatwave,1.9,10.2,20.7,6.399999999999999,-13.0,0.011144130757800892,0.820945945945946,0.3996865203761756,0.007057949479940565,0.02165354330708661,0.028571428571428567,0.7082066869300911,0.35767195767195764
2023-03-20,Alappuzha,8.2,31.8,85.3,None,3.0,13.1,28.700000000000003,-8.7,23.599999999999994,0.030460624071322436,0.5270270270270271,0.7695924764890282,0.011144130757800892,0.027996500437445317,0.0398311048557354,0.2492401215805471,0.7449735449735448
2023-03-21,Alappuzha,0.8,35.1,78.3,None,8.2,12.0,25.099999999999998,3.3000000000000007,-7.0,0.002971768202080238,0.6385135135135136,0.6598746081504702,0.030460624071322436,0.025590551181102362,0.034764250527797316,0.6139817629179332,0.42116402116402113
2023-03-22,Alappuzha,7.8,39.1,73.5,Heatwave,0.8,16.799999999999997,28.9,4.0,-4.799999999999997,0.02897473997028232,0.7736486486486488,0.5846394984326019,0.002971768202080238,0.03608923884514435,0.04011259676284306,0.6352583586626139,0.4444444444444444
2023-03-23,Alappuzha,6.2,37.2,67.4,Heatwave,7.8,14.8,33.2,-1.8999999999999986,-6.099999999999994,0.023031203566121844,0.7094594594594597,0.48902821316614425,0.02897473997028232,0.031714785651793524,0.046164672765657985,0.45592705167173253,0.43068783068783073
2023-03-24,Alappuzha,0.4,33.6,56.4,None,6.2,14.399999999999999,28.3,-3.6000000000000014,-11.000000000000007,0.001485884101040119,0.5878378378378379,0.31661442006269586,0.023031203566121844,0.030839895013123356,0.039268121041520054,0.4042553191489361,0.37883597883597875
2023-03-25,Alappuzha,4.7,42.0,75.4,Heatwave,0.4,11.3,31.1,8.399999999999999,19.000000000000007,0.017459138187221397,0.8716216216216217,0.6144200626959249,0.001485884101040119,0.024059492563429572,0.04320900774102744,0.7689969604863222,0.6962962962962964
2023-03-26,Alappuzha,10.0,34.3,69.6,None,4.7,15.100000000000001,38.1,-7.700000000000003,-5.800000000000011,0.03714710252600297,0.6114864864864865,0.5235109717868337,0.017459138187221397,0.03237095363079615,0.053061224489795916,0.2796352583586625,0.4338624338624337
2023-03-27,Alappuzha,3.5,31.4,61.9,None,10.0,18.200000000000003,33.4,-2.8999999999999986,-7.699999999999996,0.01300148588410104,0.5135135135135135,0.40282131661442,0.03714710252600297,0.039151356080489946,0.046446164672765654,0.425531914893617,0.41375661375661377
2023-03-28,Alappuzha,7.3,32.9,58.4,None,3.5,20.8,39.9,1.5,-3.5,0.02711738484398217,0.5641891891891893,0.347962382445141,0.01300148588410104,0.04483814523184602,0.05559465165376495,0.5592705167173252,0.45820105820105816
2023-03-29,Alappuzha,4.7,36.6,56.8,None,7.3,15.500000000000002,36.8,3.700000000000003,-1.6000000000000014,0.017459138187221397,0.6891891891891894,0.32288401253918486,0.02711738484398217,0.03324584426946632,0.051231527093596047,0.6261398176291794,0.47830687830687824
2023-03-30,Alappuzha,7.6,33.6,81.4,None,4.7,19.6,38.2,-3.0,24.60000000000001,0.02823179791976226,0.5878378378378379,0.7084639498432602,0.017459138187221397,0.042213473315835526,0.053201970443349754,0.42249240121580545,0.7555555555555556
2023-03-31,Alappuzha,6.5,26.8,61.0,None,7.6,18.8,44.300000000000004,-6.800000000000001,-20.400000000000006,0.024145616641901933,0.35810810810810817,0.3887147335423197,0.02823179791976226,0.04046369203849519,0.06178747361013371,0.3069908814589665,0.27936507936507926
2023-04-01,Alappuzha,8.5,35.2,81.3,None,6.5,22.6,48.1,8.400000000000002,20.299999999999997,0.031575037147102525,0.6418918918918921,0.7068965517241379,0.024145616641901933,0.04877515310586177,0.06713581984517944,0.7689969604863223,0.71005291005291
2023-04-02,Alappuzha,6.3,33.1,60.3,None,8.5,21.3,44.4,-2.1000000000000014,-21.0,0.023402674591381872,0.570945945945946,0.37774294670846387,0.031575037147102525,0.045931758530183726,0.061928219563687534,0.4498480243161094,0.273015873015873
2023-04-03,Alappuzha,2.2,38.8,61.8,Heatwave,6.3,17.0,43.1,5.699999999999996,1.5,0.008172362555720654,0.7635135135135135,0.40125391849529773,0.023402674591381872,0.03652668416447944,0.06009852216748768,0.6869300911854102,0.5111111111111111
2023-04-04,Alappuzha,5.7,36.7,54.4,None,2.2,14.200000000000003,41.5,-2.0999999999999943,-7.399999999999999,0.021173848439821695,0.6925675675675678,0.2852664576802507,0.008172362555720654,0.030402449693788282,0.05784658691062631,0.4498480243161096,0.41693121693121693
2023-04-05,Alappuzha,3.5,39.1,70.0,Heatwave,5.7,11.400000000000002,40.3,2.3999999999999986,15.600000000000001,0.01300148588410104,0.7736486486486488,0.5297805642633229,0.021173848439821695,0.024278215223097116,0.056157635467980284,0.5866261398176291,0.6603174603174603
2023-04-06,Alappuzha,1.1,36.3,77.5,None,3.5,10.300000000000002,33.8,-2.8000000000000043,7.5,0.004086181277860327,0.6790540540540541,0.6473354231974922,0.01300148588410104,0.02187226596675416,0.04700914848698099,0.42857142857142844,0.5746031746031746
2023-04-07,Alappuzha,3.8,35.2,64.8,None,1.1,8.400000000000002,31.099999999999998,-1.0999999999999943,-12.700000000000003,0.01411589895988113,0.6418918918918921,0.44827586206896547,0.004086181277860327,0.01771653543307087,0.043209007741027435,0.4802431610942251,0.3608465608465608
2023-04-08,Alappuzha,3.4,33.9,61.7,None,3.8,8.3,26.0,-1.3000000000000043,-3.0999999999999943,0.01263001485884101,0.597972972972973,0.3996865203761756,0.01411589895988113,0.017497812773403325,0.03603096410978184,0.47416413373860167,0.4624338624338625
2023-04-09,Alappuzha,3.1,38.5,74.6,Heatwave,3.4,10.300000000000002,22.8,4.600000000000001,12.899999999999991,0.011515601783060922,0.7533783783783785,0.6018808777429466,0.01263001485884101,0.02187226596675416,0.03152709359605911,0.6534954407294833,0.6317460317460316
2023-04-10,Alappuzha,6.2,35.8,66.0,None,3.1,12.700000000000001,26.800000000000004,-2.700000000000003,-8.599999999999994,0.023031203566121844,0.6621621621621622,0.4670846394984326,0.011515601783060922,0.027121609798775155,0.03715693173821253,0.43161094224924,0.4042328042328043
2023-04-11,Alappuzha,6.5,32.3,60.7,None,6.2,15.8,27.6,-3.5,-5.299999999999997,0.024145616641901933,0.5439189189189189,0.384012539184953,0.023031203566121844,0.03390201224846894,0.038282899366643204,0.4072948328267477,0.43915343915343913
2023-04-12,Alappuzha,0.7,36.5,39.6,None,6.5,13.4,24.8,4.200000000000003,-21.1,0.002600297176820208,0.6858108108108109,0.05329153605015672,0.024145616641901933,0.028652668416447945,0.03434201266713582,0.6413373860182372,0.2719576719576719
2023-04-13,Alappuzha,6.1,32.5,82.7,None,0.7,13.3,29.8,-4.0,43.1,0.022659732540861812,0.5506756756756758,0.7288401253918496,0.002600297176820208,0.028433945756780404,0.041379310344827586,0.39209726443768994,0.9513227513227513
2023-04-14,Alappuzha,3.1,33.2,78.5,None,6.1,9.900000000000002,29.1,0.7000000000000028,-4.200000000000003,0.011515601783060922,0.5743243243243245,0.6630094043887147,0.022659732540861812,0.020997375328083993,0.040394088669950735,0.5349544072948329,0.45079365079365075
2023-04-15,Alappuzha,3.6,34.5,74.9,None,3.1,12.800000000000002,29.300000000000004,1.2999999999999972,-3.5999999999999943,0.013372956909361071,0.6182432432432433,0.6065830721003136,0.011515601783060922,0.0273403324584427,0.04067558057705841,0.553191489361702,0.4571428571428572
2023-04-16,Alappuzha,2.4,37.5,62.2,Heatwave,3.6,9.100000000000001,28.6,3.0,-12.700000000000003,0.008915304606240713,0.7195945945945946,0.40752351097178685,0.013372956909361071,0.01924759405074366,0.03969035890218156,0.6048632218844985,0.3608465608465608
2023-04-17,Alappuzha,0.4,30.4,69.8,None,2.4,6.400000000000002,22.799999999999997,-7.100000000000001,7.599999999999994,0.001485884101040119,0.4797297297297297,0.5266457680250783,0.008915304606240713,0.01334208223972004,0.031527093596059104,0.29787234042553185,0.5756613756613755
2023-04-18,Alappuzha,3.0,36.6,62.2,None,0.4,5.800000000000002,19.299999999999997,6.200000000000003,-7.599999999999994,0.011144130757800892,0.6891891891891894,0.40752351097178685,0.001485884101040119,0.01202974628171479,0.02660098522167487,0.7021276595744682,0.41481481481481486
2023-04-19,Alappuzha,5.6,31.8,73.1,None,3.0,9.000000000000002,24.2,-4.800000000000001,10.899999999999991,0.020802377414561663,0.5270270270270271,0.5783699059561127,0.011144130757800892,0.01902887139107612,0.033497536945812804,0.36778115501519754,0.6105820105820104
2023-04-20,Alappuzha,4.8,38.6,65.6,Heatwave,5.6,13.400000000000002,22.9,6.800000000000001,-7.5,0.017830609212481426,0.7567567567567569,0.4608150470219435,0.020802377414561663,0.028652668416447948,0.03166783954961294,0.7203647416413373,0.41587301587301584
2023-04-21,Alappuzha,9.7,37.0,61.8,Heatwave,4.8,20.1,29.5,-1.6000000000000014,-3.799999999999997,0.03603268945022288,0.7027027027027027,0.40125391849529773,0.017830609212481426,0.04330708661417323,0.04095707248416607,0.4650455927051671,0.455026455026455
2023-04-22,Alappuzha,6.5,32.7,71.0,None,9.7,21.0,32.4,-4.299999999999997,9.200000000000003,0.024145616641901933,0.5574324324324326,0.5454545454545454,0.03603268945022288,0.045275590551181105,0.0450387051372273,0.3829787234042554,0.5925925925925926
2023-04-23,Alappuzha,6.3,33.6,65.2,None,6.5,22.5,36.3,0.8999999999999986,-5.799999999999997,0.023402674591381872,0.5878378378378379,0.4545454545454546,0.024145616641901933,0.048556430446194225,0.05052779732582687,0.5410334346504558,0.43386243386243384
2023-04-24,Alappuzha,6.0,45.8,76.9,Heatwave,6.3,18.8,41.9,12.199999999999996,11.700000000000003,0.022288261515601784,1.0,0.6379310344827587,0.023402674591381872,0.04046369203849519,0.05840957072484165,0.8844984802431609,0.6190476190476191
2023-04-25,Alappuzha,7.8,34.1,52.9,None,6.0,20.1,46.7,-11.699999999999996,-24.000000000000007,0.02897473997028232,0.6047297297297298,0.26175548589341685,0.022288261515601784,0.04330708661417323,0.06516537649542575,0.1580547112462007,0.24126984126984116
2023-04-26,Alappuzha,9.0,30.1,75.4,None,7.8,22.8,50.099999999999994,-4.0,22.500000000000007,0.033432392273402674,0.4695945945945947,0.6144200626959249,0.02897473997028232,0.04921259842519685,0.06995073891625614,0.39209726443768994,0.7333333333333335
2023-04-27,Alappuzha,4.3,32.2,61.7,None,9.0,21.1,49.6,2.1000000000000014,-13.700000000000003,0.015973254086181277,0.5405405405405407,0.3996865203761756,0.033432392273402674,0.045494313210848646,0.06924700914848697,0.5775075987841946,0.3502645502645502
2023-04-28,Alappuzha,2.7,34.8,71.1,None,4.3,16.0,42.599999999999994,2.5999999999999943,9.399999999999991,0.010029717682020803,0.6283783783783784,0.5470219435736676,0.015973254086181277,0.03433945756780402,0.05939479239971849,0.5927051671732521,0.5947089947089946
2023-04-29,Alappuzha,5.8,26.1,56.8,None,2.7,12.8,41.9,-8.699999999999996,-14.299999999999997,0.021545319465081723,0.33445945945945954,0.32288401253918486,0.010029717682020803,0.027340332458442695,0.05840957072484165,0.2492401215805472,0.3439153439153439
2023-04-30,Alappuzha,10.0,37.0,78.0,Heatwave,5.8,18.5,45.6,10.899999999999999,21.200000000000003,0.03714710252600297,0.7027027027027027,0.6551724137931034,0.021545319465081723,0.03980752405949256,0.06361717100633356,0.8449848024316109,0.7195767195767195
2023-05-01,Alappuzha,1.8,35.8,79.2,None,10.0,17.6,41.4,-1.2000000000000028,1.2000000000000028,0.0066864784546805354,0.6621621621621622,0.6739811912225706,0.03714710252600297,0.03783902012248469,0.05770584095707248,0.47720364741641325,0.5079365079365079
2023-05-02,Alappuzha,5.6,31.2,77.0,None,1.8,17.4,39.199999999999996,-4.599999999999998,-2.200000000000003,0.020802377414561663,0.5067567567567568,0.6394984326018809,0.0066864784546805354,0.0374015748031496,0.0546094299788881,0.3738601823708207,0.4719576719576719
2023-05-03,Alappuzha,1.8,35.8,85.7,None,5.6,9.2,32.0,4.599999999999998,8.700000000000003,0.0066864784546805354,0.6621621621621622,0.7758620689655172,0.020802377414561663,0.019466316710411196,0.04447572132301196,0.6534954407294832,0.5873015873015873
2023-05-04,Alappuzha,2.4,27.4,62.2,None,1.8,9.8,30.1,-8.399999999999999,-23.5,0.008915304606240713,0.3783783783783784,0.40752351097178685,0.0066864784546805354,0.02077865266841645,0.04180154820548909,0.25835866261398177,0.24656084656084654
2023-05-05,Alappuzha,3.1,37.0,66.1,None,2.4,7.300000000000001,30.5,9.600000000000001,3.8999999999999915,0.011515601783060922,0.7027027027027027,0.46865203761755475,0.008915304606240713,0.015310586176727911,0.04236453201970443,0.8054711246200609,0.5365079365079364
2023-05-06,Alappuzha,4.5,34.1,76.0,None,3.1,10.0,29.2,-2.8999999999999986,9.900000000000006,0.016716196136701337,0.6047297297297298,0.6238244514106583,0.011515601783060922,0.02121609798775153,0.040534834623504566,0.425531914893617,0.6
2023-05-07,Alappuzha,6.9,37.6,71.3,Heatwave,4.5,14.5,26.1,3.5,-4.700000000000003,0.025631500742942053,0.7229729729729731,0.5501567398119122,0.016716196136701337,0.0310586176727909,0.03617171006333568,0.6200607902735562,0.44550264550264546
2023-05-08,Alappuzha,5.2,31.1,68.7,None,6.9,16.6,29.5,-6.5,-2.5999999999999943,0.019316493313521546,0.5033783783783785,0.5094043887147336,0.025631500742942053,0.03565179352580928,0.04095707248416607,0.3161094224924012,0.46772486772486777
